Year,Location,State,Dead,Injured,Total,Race,Gender,Mental Health,Description,Latitude,Longitude,Party
1986,"Edmond, Oklahoma",Oklahoma,15,6,21,White American,Male,Unclear,"Postal worker Patrick Sherrill, 44, opened fire at a post office before committing suicide.",35.6672015,-97.42937,Democratic
1986,"Edmond, Oklahoma",Oklahoma,15,6,20,White American,Male,Yes,"On August 20, 1986, a 44-year-old postal worker in Edmond, Oklahoma opened fire on his supervisors and coworkers at the post office in which he worked. He killed fourteen postal employees and wounded six others before committing suicide.",35.6688922,-97.414388,Democratic
1986,"Brooklyn, New York",New York,1,4,5,Black or African American,Male,Yes,"On August 12, 1986, a 29-year civil technology student at New York Technical College in Brooklyn went to the school thinking his supervisor was the reason he had not received his financial aid. He killed the supervisor and wounded four other people. He was later arrested by the police.",40.679276,-73.939513,Republican
1985,"Atlanta, Georgia",Georgia,2,1,3,Black or African American,Male,Yes,"On March 6, 1985, a 30-year-old employee at the Atlanta Post Office, opened fire in the mail sorting area killing two of his coworkers and wounding a third one before he was subdue by other postal workers.",33.7629969,-84.423133,Democratic
1985,"Goddard, Kansas",Kansas,1,3,4,White American,Male,Yes,"On January 21, 1985, a 14-year-old student entered Goddard Junior High School in Goddard, Kansas. The student killed the principal and injured two teachers and another student. He was arrested 90 minutes later by a policeman in a field just south of Goddard.",37.6712942,-97.550705,Republican
1984,"San Ysidro, California",California,22,19,41,White American,Male,Yes,"James Oliver Huberty, 41, opened fire in a McDonald's restaurant before he was shot dead by a police officer.",32.5520013,-117.04308,Republican
1984,"San Ysidro, California",California,22,19,40,White American,Male,Yes,"On July 18, 1984, a 41-year-old unemployed man, walked into a McDonald's restaurant in San Ysidro, California, killing twenty-one people and injuring nineteen others. The shooter was killed at the scene by a SWAT team sniper perched on the roof next door.",32.555556,-117.04766,Republican
1984,"Dallas, Texas",Texas,6,1,7,White American,Male,Yes,"Abdelkrim Belachheb, 39, opened fire at an upscale nightclub after a woman rejected his advances. He was later arrested.",32.7801052,-96.800008,Democratic
1984,"Dallas, Texas",Texas,6,1,7,White American,Male,Yes,"On June 29, 1984, a 39-year-old man who was rejected by a dance partner at Ianni's Dance Club in Dallas, Texas, left the club and returned with a semiautomatic pistol killing the woman and five other patrons and seriously wounded a seventh person.",32.794806,-96.766311,Democratic
1984,"Los Angeles, California",California,3,12,14,Black or African American,Male,Yes,"On February 24, a 28-year-old man began shooting at children and staff leaving 49th Street Elementary School in South Central Los Angeles in California. The gunman positioned himself in a room on the second story of his home and killed two people and wounded twelve others.",34.1762209,-118.53995,Republican
1983,"Johnston, South Carolina",South Carolina,1,3,4,White American,Male,Yes,"On August 19, 1983, a 55-year-old former postal worker went into the Johnston Post Office in South Carolina three months after he had resigned. He killed the local postmaster and wounded three others. It was the last day at work for the postmaster.",33.8327289,-81.805158,Democratic
1983,"Seattle, Washington",Washington,13,1,14,Asian American,Male,Unclear,"On February 18, 1983, three man between the ages of 22 and 24 entered the Wah Mee gambling club in Seattle, Washington, shooting fourteen people. Thirteen victims lost their lives, but one survived to testify.",47.6219958,-122.32365,Republican
1982,"Miami, Florida",Florida,8,3,11,White American,Male,Yes,"Junior high school teacher Carl Robert Brown, 51, opened fire inside a welding shop and was later shot dead by a witness as he fled the scene.",25.796491,-80.226683,Democratic
1982,"Miami, Florida",Florida,9,3,11,White American,Male,Yes,"On August 20, 1982, a 51-year-old teacher on psychiatric leave opened fire inside a welding shop in Miami, Florida killing eight employees and wounding another three. The shooter was later shot and run down by two witnesses while he was cycling away from the crime scene.",25.7965394,-80.208404,Democratic
1982,"Las Vegas, Nevada",Nevada,1,2,3,White American,Male,Yes,"On March 19, 1982, a 17-year-old student walked into Valley High School in Las Vegas, Nevada. The shooter shot and killed a teacher and injured two students.",36.1893192,-115.32649,Democratic
1979,"Columbia, South Carolina",South Carolina,2,5,7,Black or African American,Male,Unclear,"On October 6, 1979, a 19-year-old student at University of South Carolina opened fire at a homecoming weekend fraternity party, killing two students and wounding five others.",34.0509883,-80.820775,Democratic
1979,"San Diego, California",California,2,9,11,White American,Female,Yes,"On January 29, 1979, a 16-year-old opened fire at children waiting to enter Grover Cleveland Elementary School. The shooter put herself by a window in her home and began shooting across the street while the children were waiting outside for the principal to open the gate. The principal and a custodian were killed and eight children and a police officer were injured.",32.8635728,-117.12816,Democratic
1976,"Fullerton, California",California,7,2,9,White American,Male,Yes,"On July 12, 1976, a 37-year-old custodian at California State University in Fullerton open fired in the library's first-floor lobby and at the building's Instructional Media Center killing seven people and wounding two others.",33.8840424,-117.92785,Democratic
1976,"Los Angeles, California",California,1,7,8,White American,Male,Unclear,"On February 19, 1976, a 18-year-old student at a Los Angeles computer school opened fire during a test at his fellow students with a shotgun, killing one student and wounding several others. When trying to escape, he was apprehended by a security guard who exchanged fire with the shooter, leaving him critically wounded. The security guard was injured during the exchange.",34.1762209,-118.53995,Democratic
1974,"Olean, New York",New York,3,7,10,White American,Male,No,"On December 30, 1974, a 17-year-old honor student and member of the school's rifle team, entered Olean High School, looked himself in a room on the school's third floor, where he shot a custodian inside the building and nine people on the streets below. Following the shooting, police had found homemade propane bombs in Barbaro's bedroom, as well as bomb recipes and a journal that detailed his plans of the shooting.",42.0818537,-78.432139,Republican
1974,"Chicago, Illinois",Illinois,1,3,4,Unknown,Male,Yes,"On January 17, 1974, a 14-year-old student entered Clara Barton Elementary School in Chicago, Illinois and killed the principal and wounded three others before he was seized by a teacher when both his guns jammed. Apparently, the student was angry at the fact that he had been expelled from the school and transferred to a social adjustment center earlier that week.",41.8392805,-87.688181,Democratic
1972,"New Orleans, Louisiana",Louisiana,10,13,22,Black or African American,Male,Yes,"On New Year's Eve in 1972, a 23-year-old ex-Navy dental technician went to the central lockup New Orleans Police Department and shot four policeman that day. Seven days later on January 7, 1973, the shooter shot a grocer and entered the Downtown Howard Johnson Hotel where he shot seventeen people before killed him at the top of the hotel roof.",30.0687242,-89.931474,Democratic
1971,"Spokane, Washington",Washington,2,4,5,White American,Male,Yes,"On November 11, 1971, a former MIT student entered St. Aloysius Roman Catholic Church on the Gonzaga University campus. The shooter killed the caretaker and wounded four more people before he was killed by police.",47.6736738,-117.41598,Democratic
1966,"Mesa, Arizona",Arizona,5,1,6,White American,Male,Yes,"On November 12, 1966, an 18-year-old high school student entered the Rose-Mar College of Beauty in Mesa, Arizona, ordering his victims to lay on the ground in a circle. The gunman shot and killed four women and a child and injured another woman and an infant. He considered a few sites, like his school, where he thought of wiping out the teachers. Finally, he settled on the Rose-Mar College of Beauty, where he thought he'd get a nice large group of victims.",33.422687,-111.81632,Republican
1966,"Austin, Texas",Texas,17,32,48,White American,Male,Yes,"On August 1, 1966, a 25-year-old engineering student at the University of Texas in Austin killed sixteen people and wounded thirty-two others in and around the Tower of the University of Texas. Prior to commencing the mass shootings at the University, the student and former U.S. Marine, had murdered both his wife and mother in Austin, Texas.",30.1988873,-97.844159,Democratic
